#    x (m)        y (m)        T(x,y) (°C)
    6.352941    2.117647   72.474820
    6.588235    2.117647   70.764250
    6.823529    2.117647   68.753266
    7.058824    2.117647   66.447692
    7.294118    2.117647   63.868770
    7.529412    2.117647   61.057082
    7.764706    2.117647   58.074158
    8.000000    2.117647   55.000000

    0.000000    2.205882   15.000000
    0.235294    2.205882   22.195999
    0.470588    2.205882   29.196986
    0.705882    2.205882   35.837584
    0.941176    2.205882   42.000205
    1.176471    2.205882   47.618154
    1.411765    2.205882   52.668378
    1.647059    2.205882   57.159825
    1.882353    2.205882   61.121793
    2.117647    2.205882   64.594405
    2.352941    2.205882   67.621756
    2.588235    2.205882   70.247447
    2.823529    2.205882   72.511945
    3.058824    2.205882   74.451183
    3.294118    2.205882   76.095951
    3.529412    2.205882   77.471745
    3.764706    2.205882   78.598850
    4.000000    2.205882   79.492510
    4.235294    2.205882   80.163116
    4.470588    2.205882   80.616356
    4.705882    2.205882   80.853312
    4.941176    2.205882   80.870518
    5.176471    2.205882   80.659995
    5.411765    2.205882   80.209320
    5.647059    2.205882   79.501834
    5.882353    2.205882   78.517116
    6.117647    2.205882   77.231952
    6.352941    2.205882   75.622089
    6.588235    2.205882   73.665142
    6.823529    2.205882   71.345024
    7.058824    2.205882   68.658080
    7.294118    2.205882   65.620572
    7.529412    2.205882   62.276168
    7.764706    2.205882   58.700644
    8.000000    2.205882   55.000000

    0.000000    2.294118   15.000000
    0.235294    2.294118   23.228594
    0.470588    2.294118   31.179371
    0.705882    2.294118   38.628607
    0.941176    2.294118   45.433565
    1.176471    2.294118   51.530242
    1.411765    2.294118   56.915246
    1.647059    2.294118   61.624197
    1.882353    2.294118   65.713408
    2.117647    2.294118   69.246885
    2.352941    2.294118   72.288216
    2.588235    2.294118   74.896108
    2.823529    2.294118   77.122299
    3.058824    2.294118   79.010886
    3.294118    2.294118   80.598411
    3.529412    2.294118   81.914286
    3.764706    2.294118   82.981315
    4.000000    2.294118   83.816191
    4.235294    2.294118   84.429885
    4.470588    2.294118   84.827907
    4.705882    2.294118   85.010424
    4.941176    2.294118   84.972253
    5.176471    2.294118   84.702738
    5.411765    2.294118   84.185578
    5.647059    2.294118   83.398692
    5.882353    2.294118   82.314272
    6.117647    2.294118   80.899307
    6.352941    2.294118   79.116994
    6.588235    2.294118   76.929650
    6.823529    2.294118   74.303950
    7.058824    2.294118   71.219265
    7.294118    2.294118   67.679398
    7.529412    2.294118   63.726397
    7.764706    2.294118   59.452170
    8.000000    2.294118   55.000000

    0.000000    2.382353   15.000000
    0.235294    2.382353   24.539386
    0.470588    2.382353   33.663795
    0.705882    2.382353   42.064521
    0.941176    2.382353   49.575927
    1.176471    2.382353   56.154820
    1.411765    2.382353   61.839070
    1.647059    2.382353   66.709291
    1.882353    2.382353   70.861808
    2.117647    2.382353   74.392616
    2.352941    2.382353   77.389268
    2.588235    2.382353   79.927657
    2.823529    2.382353   82.071465
    3.058824    2.382353   83.872873
    3.294118    2.382353   85.373747
    3.529412    2.382353   86.606887
    3.764706    2.382353   87.597128
    4.000000    2.382353   88.362219
    4.235294    2.382353   88.913453
    4.470588    2.382353   89.256042
    4.705882    2.382353   89.389252
    4.941176    2.382353   89.306297
    5.176471    2.382353   88.994021
    5.411765    2.382353   88.432383
    5.647059    2.382353   87.593823
    5.882353    2.382353   86.442627
    6.117647    2.382353   84.934579
    6.352941    2.382353   83.017406
    6.588235    2.382353   80.632899
    6.823529    2.382353   77.722151
    7.058824    2.382353   74.235832
    7.294118    2.382353   70.151463
    7.529412    2.382353   65.497865
    7.764706    2.382353   60.381567
    8.000000    2.382353   55.000000

    0.000000    2.470588   15.000000
    0.235294    2.470588   26.265481
    0.470588    2.470588   36.872335
    0.705882    2.470588   46.390283
    0.941176    2.470588   54.651419
    1.176471    2.470588   61.674742
    1.411765    2.470588   67.577699
    1.647059    2.470588   72.512928
    1.882353    2.470588   76.632813
    2.117647    2.470588   80.073447
    2.352941    2.470588   82.949563
    2.588235    2.470588   85.354798
    2.823529    2.470588   87.364062
    3.058824    2.470588   89.036432
    3.294118    2.470588   90.417856
    3.529412    2.470588   91.543419
    3.764706    2.470588   92.439107
    4.000000    2.470588   93.123095
    4.235294    2.470588   93.606623
    4.470588    2.470588   93.894474
    4.705882    2.470588   93.985113
    4.941176    2.470588   93.870477
    5.176471    2.470588   93.535421
    5.411765    2.470588   92.956803
    5.647059    2.470588   92.102214
    5.882353    2.470588   90.928385
    6.117647    2.470588   89.379454
    6.352941    2.470588   87.385552
    6.588235    2.470588   84.862712
    6.823529    2.470588   81.716166
    7.058824    2.470588   77.850613
    7.294118    2.470588   73.192841
    7.529412    2.470588   67.732042
    7.764706    2.470588   61.576165
    8.000000    2.470588   55.000000

    0.000000    2.558824   15.000000
    0.235294    2.558824   28.650483
    0.470588    2.558824   41.170142
    0.705882    2.558824   51.973300
    0.941176    2.558824   60.965239
    1.176471    2.558824   68.315611
    1.411765    2.558824   74.284697
    1.647059    2.558824   79.132601
    1.882353    2.558824   83.083811
    2.117647    2.558824   86.319572
    2.352941    2.558824   88.981546
    2.588235    2.558824   91.178740
    2.823529    2.558824   92.994400
    3.058824    2.558824   94.491790
    3.294118    2.558824   95.718679
    3.529412    2.558824   96.710672
    3.764706    2.558824   97.493614
    4.000000    2.558824   98.085242
    4.235294    2.558824   98.496252
    4.470588    2.558824   98.730866
    4.705882    2.558824   98.786959
    4.941176    2.558824   98.655743
    5.176471    2.558824   98.320998
    5.411765    2.558824   97.757757
    5.647059    2.558824   96.930352
    5.882353    2.558824   95.789690
    6.117647    2.558824   94.269686
    6.352941    2.558824   92.282957
    6.588235    2.558824   89.716489
    6.823529    2.558824   86.429379
    7.058824    2.558824   82.257739
    7.294118    2.558824   77.037309
    7.529412    2.558824   70.661296
    7.764706    2.558824   63.190988
    8.000000    2.558824   55.000000

    0.000000    2.647059   15.000000
    0.235294    2.647059   32.166538
    0.470588    2.647059   47.184740
    0.705882    2.647059   59.367888
    0.941176    2.647059   68.921035
    1.176471    2.647059   76.338224
    1.411765    2.647059   82.113382
    1.647059    2.647059   86.649515
    1.882353    2.647059   90.250837
    2.117647    2.647059   93.140092
    2.352941    2.647059   95.478942
    2.588235    2.647059   97.384866
    2.823529    2.647059   98.943666
    3.058824    2.647059  100.218313
    3.294118    2.647059  101.255059
    3.529412    2.647059  102.087633
    3.764706    2.647059  102.740079
    4.000000    2.647059  103.228632
    4.235294    2.647059  103.562879
    4.470588    2.647059  103.746357
    4.705882    2.647059  103.776658
    4.941176    2.647059  103.645048
    5.176471    2.647059  103.335543
    5.411765    2.647059  102.823305
    5.647059    2.647059  102.072132
    5.882353    2.647059  101.030678
    6.117647    2.647059   99.626935
    6.352941    2.647059   97.760342
    6.588235    2.647059   95.291102
    6.823529    2.647059   92.027263
    7.058824    2.647059   87.713746
    7.294118    2.647059   82.037401
    7.529412    2.647059   74.684836
    7.764706    2.647059   65.526437
    8.000000    2.647059   55.000000

    0.000000    2.735294   15.000000
    0.235294    2.735294   37.831103
    0.470588    2.735294   56.034612
    0.705882    2.735294   69.392740
    0.941176    2.735294   79.013091
    1.176471    2.735294   86.003206
    1.411765    2.735294   91.181460
    1.647059    2.735294   95.101636
    1.882353    2.735294   98.130350
    2.117647    2.735294  100.511458
    2.352941    2.735294  102.409720
    2.588235    2.735294  103.938578
    2.823529    2.735294  105.177557
    3.058824    2.735294  106.183211
    3.294118    2.735294  106.996084
    3.529412    2.735294  107.645188
    3.764706    2.735294  108.150893
    4.000000    2.735294  108.526771
    4.235294    2.735294  108.780702
    4.470588    2.735294  108.915432
    4.705882    2.735294  108.928651
    4.941176    2.735294  108.812604
    5.176471    2.735294  108.553149
    5.411765    2.735294  108.128089
    5.647059    2.735294  107.504458
    5.882353    2.735294  106.634190
    6.117647    2.735294  105.447232
    6.352941    2.735294  103.840538
    6.588235    2.735294  101.660440
    6.823529    2.735294   98.674917
    7.058824    2.735294   94.532637
    7.294118    2.735294   88.713732
    7.529412    2.735294   80.514194
    7.764706    2.735294   69.229875
    8.000000    2.735294   55.000000

    0.000000    2.823529   15.000000
    0.235294    2.823529   48.123385
    0.470588    2.823529   69.730016
    0.705882    2.823529   83.155541
    0.941176    2.823529   91.735578
    1.176471    2.823529   97.480265
    1.411765    2.823529  101.507847
    1.647059    2.823529  104.445469
    1.882353    2.823529  106.657729
    2.117647    2.823529  108.365938
    2.352941    2.823529  109.710179
    2.588235    2.823529  110.782452
    2.823529    2.823529  111.645058
    3.058824    2.823529  112.341174
    3.294118    2.823529  112.901160
    3.529412    2.823529  113.346418
    3.764706    2.823529  113.691805
    4.000000    2.823529  113.947117
    4.235294    2.823529  114.117975
    4.470588    2.823529  114.206253
    4.705882    2.823529  114.210132
    4.941176    2.823529  114.123774
    5.176471    2.823529  113.936546
    5.411765    2.823529  113.631612
    5.647059    2.823529  113.183570
    5.882353    2.823529  112.554518
    6.117647    2.823529  111.687372
    6.352941    2.823529  110.494221
    6.588235    2.823529  108.835267
    6.823529    2.823529  106.479368
    7.058824    2.823529  103.028172
    7.294118    2.823529   97.770697
    7.529412    2.823529   89.428311
    7.764706    2.823529   75.878827
    8.000000    2.823529   55.000000

    0.000000    2.911765   15.000000
    0.235294    2.911765   69.932492
    0.470588    2.911765   91.606603
    0.705882    2.911765  101.763913
    0.941176    2.911765  107.293507
    1.176471    2.911765  110.674522
    1.411765    2.911765  112.924292
    1.647059    2.911765  114.514766
    1.882353    2.911765  115.689260
    2.117647    2.911765  116.584492
    2.352941    2.911765  117.282709
    2.588235    2.911765  117.836096
    2.823529    2.911765  118.279150
    3.058824    2.911765  118.635367
    3.294118    2.911765  118.921057
    3.529412    2.911765  119.147611
    3.764706    2.911765  119.322877
    4.000000    2.911765  119.451998
    4.235294    2.911765  119.537903
    4.470588    2.911765  119.581540
    4.705882    2.911765  119.581909
    4.941176    2.911765  119.535868
    5.176471    2.911765  119.437696
    5.411765    2.911765  119.278280
    5.647059    2.911765  119.043724
    5.882353    2.911765  118.712963
    6.117647    2.911765  118.253531
    6.352941    2.911765  117.613714
    6.588235    2.911765  116.707038
    6.823529    2.911765  115.379108
    7.058824    2.911765  113.329970
    7.294118    2.911765  109.912551
    7.529412    2.911765  103.549496
    7.764706    2.911765   89.857088
    8.000000    2.911765   55.000000

    0.000000    3.000000   15.000000
    0.235294    3.000000  125.000000
    0.470588    3.000000  125.000000
    0.705882    3.000000  125.000000
    0.941176    3.000000  125.000000
    1.176471    3.000000  125.000000
    1.411765    3.000000  125.000000
    1.647059    3.000000  125.000000
    1.882353    3.000000  125.000000
    2.117647    3.000000  125.000000
    2.352941    3.000000  125.000000
    2.588235    3.000000  125.000000
    2.823529    3.000000  125.000000
    3.058824    3.000000  125.000000
    3.294118    3.000000  125.000000
    3.529412    3.000000  125.000000
    3.764706    3.000000  125.000000
    4.000000    3.000000  125.000000
    4.235294    3.000000  125.000000
    4.470588    3.000000  125.000000
    4.705882    3.000000  125.000000
    4.941176    3.000000  125.000000
    5.176471    3.000000  125.000000
    5.411765    3.000000  125.000000
    5.647059    3.000000  125.000000
    5.882353    3.000000  125.000000
    6.117647    3.000000  125.000000
    6.352941    3.000000  125.000000
    6.588235    3.000000  125.000000
    6.823529    3.000000  125.000000
    7.058824    3.000000  125.000000
    7.294118    3.000000  125.000000
    7.529412    3.000000  125.000000
    7.764706    3.000000  125.000000
    8.000000    3.000000   55.000000

